Date,TV_Spend,Radio_Spend,Print_Spend,Search_Spend,Social_Media_Spend,Display_Ads_Spend,Email_Marketing_Spend,Influencer_Marketing_Spend,Promotion_Spend,Average_Price,Website_Traffic,New_Customers,Returning_Customers,Orders,Holiday,Season,Competitor_Index,Economic_Index,Revenue,Year,Month,Week,Quarter,WeekOfYear,Total_Marketing_Spend,Digital_Spend,Traditional_Spend,Digital_Spend_Share,Traditional_Spend_Share,TV_Spend_Share,Radio_Spend_Share,Print_Spend_Share,Search_Spend_Share,Social_Media_Spend_Share,Display_Ads_Spend_Share,Email_Marketing_Spend_Share,Influencer_Marketing_Spend_Share,Revenue_Growth_WoW,Marketing_Growth_WoW,Customer_Growth_WoW,Total_Customers,AOV,New_Customer_Share,Naive_ROAS
2022-11-28,725940.79,68312.57,112134.16,305136.63,183149.61,180291.37,20635.29,148357.58,104864.7,1342.09,66345.0,1188.0,2114.0,3302.0,1,Spring,95.53,101.96,4487513.04,2022,11,48,4,48,1743958.0000000005,837570.48,906387.5200000001,0.48026986888445694,0.5197301311155429,0.4162604776032449,0.03917099494368556,0.0642986585686123,0.17496787766677863,0.10501950735052103,0.10338056879810176,0.011832446652958383,0.08506946841609715,0.05512419499871446,0.24063068296699308,0.06550500161342376,3302.0,1359.0287825560267,0.35978195033313143,2.573177243947388
2022-12-05,380791.33,123822.61,85141.32,231651.67,173143.89,164414.24,25938.44,107384.54,0.0,1384.85,61582.0,1093.0,2006.0,3099.0,0,Winter,94.21,102.3,4371976.72,2022,12,49,4,49,1292288.04,702532.78,589755.26,0.5436348230847977,0.4563651769152023,0.29466443874231013,0.09581657197725052,0.06588416619564165,0.17925699443910353,0.13398242856136006,0.12722723952471152,0.02007171713823181,0.08309644342139079,-0.02574618033867604,-0.25899130598328646,-0.06147789218655364,3099.0,1410.770158115521,0.3526944175540497,3.3831286715305358
2022-12-12,48332.32,117591.27,75389.0,146622.16,172396.56,121403.7,33482.28,118793.56,0.0,1385.04,88013.0,1097.0,1916.0,3013.0,0,Winter,93.44,103.87,4274543.83,2022,12,50,4,50,834010.8500000001,592698.26,241312.59,0.7106601311002129,0.2893398688997871,0.05795166813477306,0.1409948923326357,0.09039330843237829,0.17580366010825876,0.20670781441272615,0.14556609185599922,0.040146096420688046,0.14243646830254064,-0.02228577511730201,-0.35462464699433416,-0.02775088738302678,3013.0,1418.7002422834385,0.364088947892466,5.125285636271998
2022-12-19,823722.2,166976.44,74727.56,368164.68,392754.83,144550.57,37893.19,284631.24,80425.16,1381.43,112157.0,1200.0,2541.0,3741.0,1,Winter,91.04,102.89,5060368.43,2022,12,51,4,51,2293420.71,1227994.51,1065426.2,0.5354423218756057,0.46455767812439436,0.3591675074740212,0.07280672022884105,0.03258345042153212,0.16053080814814827,0.17125284876319097,0.06302837040309103,0.016522563799469658,0.12410773076170573,0.18383823660547183,1.749869153380918,0.24161964819117165,3741.0,1352.6780085538626,0.32076984763432237,2.2064719342313777
2022-12-26,717425.71,173196.75,71506.3,415722.74,317846.3,56411.13,31521.4,121381.13,90930.23,1397.91,126780.0,1471.0,2456.0,3927.0,1,Winter,94.5,101.04,5414467.54,2022,12,52,4,52,1905011.46,942882.7000000001,962128.76,0.49494857107053836,0.5050514289294616,0.3765991570465408,0.090916382203811,0.03753588967910986,0.2182258473132755,0.1668474477313643,0.029611963594171762,0.016546567126688047,0.06371674530503875,0.06997496622987986,-0.16935804595572868,0.049719326383319995,3927.0,1378.7796129360836,0.3745861981156099,2.8422230803797897
2023-01-02,497931.49,188986.16,137277.21,247304.43,277924.95,215265.48,34301.41,182265.28,95347.65,1455.84,104519.0,1423.0,1978.0,3401.0,1,Winter,92.48,98.32,4856023.25,2023,1,1,1,1,1781256.41,957061.55,824194.86,0.5372957787699976,0.4627042212300025,0.2795394796642444,0.10609711153264005,0.07706763003311803,0.13883707511823073,0.15602748062531885,0.120850360897789,0.019256862632146265,0.10232399949651269,-0.10313928117112692,-0.06496289003951716,-0.1339444868856634,3401.0,1427.822184651573,0.4184063510732138,2.726178680811035
2023-01-09,268548.71,170600.24,82431.21,235608.96,253181.48,131154.52,35608.24,167361.62,0.0,1420.72,68468.0,1219.0,2178.0,3397.0,0,Winter,91.96,101.52,4822867.45,2023,1,2,1,2,1344494.98,822914.82,521580.16000000003,0.6120623968413775,0.38793760315862247,0.19973946648726054,0.12688797097628435,0.06131016569507757,0.1752397468973815,0.18830972503891388,0.0975492820359954,0.026484472258870018,0.12447917061021678,-0.006827767968367926,-0.24519851692772288,-0.0011761246692149063,3397.0,1419.7431410067707,0.3588460406240801,3.58712194671043
2023-01-16,651982.48,89675.34,76311.51,211729.92,92417.32,95903.66,22284.04,123633.1,0.0,1427.77,94110.0,1203.0,2225.0,3428.0,0,Winter,93.57,103.18,4819177.35,2023,1,3,1,3,1363937.37,545968.04,817969.33,0.4002882038491254,0.5997117961508746,0.47801496926504766,0.06574740304974559,0.055949423836081265,0.15523434188184168,0.06775774462430045,0.07031382973251916,0.016338022910832042,0.09064426469963206,-0.0007651257344840623,0.01446073826173766,0.009125699146305566,3428.0,1405.8276983663943,0.3509334889148191,3.533283460075589
2023-01-23,572889.35,88265.26,90943.64,225434.13,225817.03,144991.49,37123.19,233451.58,0.0,1425.58,78287.0,1182.0,2025.0,3207.0,0,Winter,101.9,98.35,4739048.73,2023,1,4,1,4,1618915.67,866817.42,752098.25,0.5354308665132632,0.46456913348673684,0.35387226191960947,0.054521221602605155,0.05617564996452224,0.13925007594743957,0.1394865922818574,0.08956086637916105,0.022930897938618387,0.14420243396618676,-0.016627032827500998,0.18694282128218243,-0.0644690781796966,3207.0,1477.72021515435,0.3685687558465856,2.927298078472488
2023-01-30,946673.46,92504.28,110007.41,286104.84,361147.93,116754.51,31901.96,103753.5,0.0,1439.36,106149.0,1488.0,2109.0,3597.0,0,Winter,92.14,101.76,5089194.25,2023,1,5,1,5,2048847.89,899662.74,1149185.15,0.43910665325184295,0.560893346748157,0.46205160696434133,0.045149413214858033,0.05369232656895774,0.13964181596711897,0.17626878586872546,0.05698544561060607,0.015570682506840466,0.05063992329855195,0.07388519087880319,0.26556801442288847,0.1216089803554723,3597.0,1414.8441061996107,0.41367806505421184,2.4839297611302906
2023-02-06,598245.5,151133.05,96899.74,167109.62,243162.32,120573.98,26741.07,139792.27,0.0,1406.17,66081.0,1090.0,2301.0,3391.0,0,Winter,100.48,100.89,4751086.57,2023,2,6,1,6,1543657.55,697379.26,846278.29,0.4517707052318696,0.5482292947681304,0.38755065849935433,0.09790581466724921,0.06277282160152685,0.10825562962458869,0.15752348699360166,0.07810928013146438,0.01732318803480733,0.0905591204474075,-0.0664363872532473,-0.2465728873606131,-0.057269947178204106,3391.0,1401.0871630787378,0.3214391035092893,3.0778112477084054
2023-02-13,597854.25,192808.24,78236.57,325445.98,241649.71,171278.04,30055.32,85166.82,0.0,1368.19,95761.0,1430.0,2636.0,4066.0,0,Winter,95.61,101.47,5493812.44,2023,2,7,1,7,1722494.9300000002,853595.8699999999,868899.06,0.49555784178708717,0.5044421582129127,0.3470862175484023,0.11193544703205598,0.04542049363245441,0.1889387157731721,0.14029052033262007,0.09943601982038924,0.01744871318721385,0.04944387267369199,0.1563275808716742,0.11585301416107496,0.19905632556767916,4066.0,1351.1589867191344,0.35169699950811606,3.189450572141887
2023-02-20,499762.17,123223.87,123287.65,336967.96,276349.11,87624.02,28197.71,108665.32,0.0,1403.97,143498.0,1574.0,3325.0,4899.0,0,Winter,101.97,101.46,6825498.39,2023,2,8,1,8,1584077.8100000003,837804.1200000001,746273.6900000001,0.5288907620011418,0.4711092379988581,0.31549092275965906,0.07778902603275528,0.0778292892064437,0.21272184855616402,0.17445425234509152,0.05531547721131198,0.01780071018102324,0.06859847370755101,0.24239741792131508,-0.08035850648338327,0.20486965076242014,4899.0,1393.24319044703,0.32129005919575426,4.308815101702611
2023-02-27,687353.57,35563.51,132547.3,280649.98,302391.33,194165.43,37941.33,140303.16,0.0,1421.59,112974.0,1270.0,2547.0,3817.0,0,Winter,102.53,98.09,5535275.79,2023,2,9,1,9,1810915.6099999999,955451.23,855464.3799999999,0.5276067116125859,0.4723932883874141,0.3795613479746856,0.019638413741433266,0.0731935266712953,0.15497684069331094,0.1669825630361649,0.1072194799844925,0.020951462227441955,0.07747636567117559,-0.1890298006502057,0.14319864754623346,-0.2208614002857726,3817.0,1450.1639481268012,0.33272203301021747,3.0566171937741484
2023-03-06,655320.1,70085.8,107407.0,150059.64,107388.45,86471.49,37561.48,172140.01,0.0,1382.77,89504.0,1247.0,2293.0,3540.0,0,Spring,98.96,96.01,5045846.68,2023,3,10,1,10,1386433.97,553621.0700000001,832812.9,0.39931297269065047,0.6006870273093496,0.4726659286918655,0.050551127220288754,0.07746997139719536,0.10823424933825014,0.077456591748109,0.06236971386383443,0.027092152105880674,0.12416026563457618,-0.08842000445293086,-0.2344016682257214,-0.07257008121561437,3540.0,1425.380418079096,0.3522598870056497,3.639442475576388
2023-03-13,776808.47,108045.14,119403.65,240047.19,129742.2,120094.54,25282.08,145978.39,0.0,1394.69,81652.0,1448.0,2229.0,3677.0,0,Spring,107.53,97.95,5202686.98,2023,3,11,1,11,1665401.6600000001,661144.4,1004257.26,0.3969879554461354,0.6030120445538645,0.4664391111511201,0.06487632539047666,0.07169660801226774,0.14413771510231352,0.07790444978900765,0.07211145688422094,0.015180770265354485,0.08765356340523883,0.03108304907908943,0.20121238806634278,0.03870056497175134,3677.0,1414.927109056296,0.39379929290182214,3.123983303823535
2023-03-20,443058.61,120337.6,126259.76,375694.33,261102.82,237620.59,32174.4,195686.5,0.0,1379.72,91627.0,1571.0,2251.0,3822.0,0,Spring,106.09,100.58,5214181.09,2023,3,12,1,12,1791934.61,1102278.6400000001,689655.97,0.6151332944007372,0.3848667055992629,0.2472515500998108,0.06715512905908994,0.07046002644036212,0.20965850422410223,0.14571001561267907,0.13260561444259397,0.017955119467222076,0.10920404065413972,0.0022092641829472015,0.07597743717872829,0.0394343214577102,3822.0,1364.2546023024595,0.4110413396127682,2.9098054476440964
2023-03-27,460260.7,127062.33,123809.06,134465.42,198009.23,202455.02,29931.78,125694.91,0.0,1418.31,105274.0,1310.0,2264.0,3574.0,0,Spring,101.49,97.52,4999637.04,2023,3,13,1,13,1401688.45,690556.3600000001,711132.0900000001,0.49266037684765124,0.5073396231523489,0.32836162700777055,0.09064948063173382,0.08832851551284453,0.09593103232034196,0.14126479389910077,0.14443653295423814,0.021354089063086737,0.08967392861088354,-0.041146259843460875,-0.21777924139765348,-0.06488749345892209,3574.0,1398.8911695579184,0.36653609401231113,3.5668675446387534
2023-04-03,452245.24,146572.8,111427.21,282287.96,339400.99,156128.51,41163.23,113596.41,0.0,1397.41,87038.0,1166.0,2279.0,3445.0,0,Spring,110.52,97.03,4949186.36,2023,4,14,2,14,1642822.3499999999,932577.1,710245.25,0.5676676483004994,0.43233235169950057,0.27528554137335665,0.0892201156138398,0.06782669471230411,0.1718310929967565,0.2065962823064831,0.09503675793064296,0.025056409781617595,0.06914710528499933,-0.010090868516327234,0.1720310244405594,-0.03609401231113596,3445.0,1436.6288417997098,0.3384615384615385,3.012612021013715
2023-04-10,693276.04,131254.74,110970.91,232080.63,226606.19,109029.46,27528.69,273050.25,0.0,1389.13,87397.0,1532.0,1985.0,3517.0,0,Spring,112.17,94.59,4982795.12,2023,4,15,2,15,1803796.91,868295.22,935501.6900000001,0.48137083237380646,0.5186291676261936,0.38434262535686464,0.07276580820841964,0.061520734060909334,0.12866228382661993,0.12562733018541428,0.06044442109616432,0.015261524092532125,0.15137527317307578,0.006790764694502238,0.09798658996817289,0.020899854862119094,3517.0,1416.7742735285756,0.4355985214671595,2.762392535643051
2023-04-17,826105.14,190001.31,108855.62,352652.59,113913.83,127769.07,42826.06,151859.55,0.0,1381.83,94481.0,1252.0,2380.0,3632.0,0,Spring,111.85,101.58,5091819.74,2023,4,16,2,16,1913983.1700000002,789021.1000000001,1124962.0699999998,0.4122403542346718,0.5877596457653281,0.43161567611903295,0.09927010486722304,0.05687386477907221,0.18425062222464578,0.05951663096389714,0.06675558698878215,0.022375358713316165,0.07934215534403052,0.02188021328880163,0.061085734978889805,0.03269832243389259,3632.0,1401.9327477973568,0.3447136563876652,2.6603262869861073
2023-04-24,453405.77,114828.12,69683.36,262423.26,160094.95,155028.36,34303.67,93305.03,0.0,1361.66,84190.0,1166.0,2336.0,3502.0,0,Spring,107.66,99.58,4802191.63,2023,4,17,2,17,1343072.5199999998,705155.2700000001,637917.25,0.5250314182587849,0.47496858174121537,0.3375884498031425,0.085496589566139,0.05188354237193388,0.19539023849583345,0.11920052537446008,0.1154281378640671,0.025541189689444323,0.06947132683497985,-0.05688106115084124,-0.2982840491747899,-0.03579295154185025,3502.0,1371.271167904055,0.3329525985151342,3.575526681165363
2023-05-01,457795.53,106301.52,112345.63,327085.09,56972.86,153020.86,28396.44,94391.81,0.0,1359.19,85853.0,1006.0,2435.0,3441.0,0,Spring,105.63,99.33,4807970.18,2023,5,18,2,18,1336309.7400000002,659867.06,676442.68,0.49379798728399593,0.506202012716004,0.3425819002112489,0.07954856334430369,0.08407154916045137,0.2447674219601213,0.042634471855305035,0.1145100237015409,0.021249893755919187,0.07063617601110951,0.0012033151621648752,-0.005035305167288784,-0.017418617932609903,3441.0,1397.259569892473,0.2923568730020343,3.597945922327857
2023-05-08,593507.97,163079.29,62840.79,335637.25,230538.02,146657.84,30784.38,81110.65,0.0,1324.3,88223.0,1351.0,2177.0,3528.0,0,Spring,108.15,99.61,4808942.65,2023,5,19,2,19,1644156.19,824728.14,819428.05,0.5016117963829215,0.49838820361707853,0.3609802849691549,0.09918722502878514,0.03822069361913846,0.2041395166964034,0.14021661774116484,0.08919945738245222,0.01872351312316624,0.04933269143973481,0.00020226206977036476,0.2303705801021847,0.02528334786399311,3528.0,1363.078982426304,0.38293650793650796,2.9248697169093165
2023-05-15,485469.17,76388.57,75669.89,410334.34,232598.56,148670.79,30003.48,178146.58,0.0,1297.06,122914.0,1548.0,2514.0,4062.0,0,Spring,107.7,98.72,5356841.38,2023,5,20,2,20,1637281.3800000001,999753.75,637527.63,0.6106181638735793,0.3893818361264207,0.2965093086198781,0.046655737329645806,0.046216790176896776,0.2506193162717089,0.1420638888594702,0.0908034451598051,0.018325182443594393,0.10880633113900066,0.11393330506863064,-0.004181360652846355,0.15136054421768708,4062.0,1318.769419005416,0.3810930576070901,3.271790325985384
2023-05-22,702731.01,156990.6,124243.33,286300.05,215137.61,139610.24,27427.03,110078.35,48554.14,1336.71,111835.0,1542.0,2119.0,3661.0,0,Spring,104.42,97.0,4884643.68,2023,5,21,2,21,1762518.2200000002,778553.2799999999,983964.94,0.4417277910466082,0.5582722089533916,0.398708508102685,0.08907176006384773,0.07049194078685893,0.16243806546294878,0.12206263036531897,0.07921066484067324,0.015561274594937235,0.062455155782730004,-0.0881485312899073,0.07649072513119282,-0.09871984244214671,3661.0,1334.237552581262,0.421196394427752,2.771400388700662
2023-05-29,110727.97,143648.26,112422.74,318752.16,315827.42,84105.52,34167.37,134536.84,0.0,1333.34,118333.0,1161.0,2605.0,3766.0,0,Spring,96.53,97.09,5142591.03,2023,5,22,2,22,1254188.2800000003,887389.3099999999,366798.97000000003,0.7075407449988288,0.2924592550011709,0.08828656093007023,0.11453484480017624,0.08963784927092444,0.2541501663530135,0.2518181879358655,0.06705972407906728,0.02724261623621614,0.1072700503946664,0.052807812994867254,-0.2884111688785832,0.028680688336520044,3766.0,1365.5313409453001,0.3082846521508232,4.1003341460023845
2023-06-05,367946.73,131961.76,126273.2,206882.5,321585.78,124344.35,27282.43,123851.45,0.0,1344.55,92992.0,1383.0,2136.0,3519.0,0,Spring,98.31,96.51,4741987.09,2023,6,23,2,23,1430128.2,803946.51,626181.69,0.5621499597029134,0.43785004029708663,0.25728234014265294,0.09227267877103607,0.08829502138339766,0.14466010809380586,0.22486500161314213,0.08694629614324087,0.019076912125780054,0.08660164172694448,-0.0778992413868852,0.14028190408540553,-0.06558682952734995,3519.0,1347.5382466609833,0.39300937766410915,3.315777627488221
2023-06-12,372255.95,201841.23,84946.22,361467.47,227477.88,186033.42,22326.29,162960.97,0.0,1345.72,95722.0,1327.0,2409.0,3736.0,0,Spring,97.48,102.6,4923478.7,2023,6,24,2,24,1619309.43,960266.03,659043.4,0.5930095954545266,0.40699040454547347,0.22988561858742465,0.12464648587886011,0.0524583000791887,0.22322322300068367,0.14047832723360354,0.11488441711847501,0.013787537814807885,0.10063609028695647,0.038273324358628846,0.13228270724260938,0.06166524580846833,3736.0,1317.8476177730192,0.3551927194860814,3.04048047197502
2023-06-19,95315.09,110035.15,64211.27,245471.13,95288.65,85331.68,31024.73,82671.86,0.0,1340.14,87576.0,1200.0,2042.0,3242.0,0,Spring,89.36,98.43,4461271.3,2023,6,25,2,25,809349.5599999999,539788.05,269561.51,0.6669405615047225,0.33305943849527764,0.11776751938927353,0.13595503777131848,0.0793368813346856,0.3032943268666261,0.11773485118099032,0.10543241661859926,0.0383329176085547,0.10214604922995202,-0.0938782166357296,-0.5001884476149812,-0.1322269807280514,3242.0,1376.0861505243677,0.3701418877236274,5.512168685184681
2023-06-26,449056.57,292373.46,113219.57,343976.13,371772.51,182697.34,32119.91,95321.41,80487.06,1283.83,121962.0,1175.0,2822.0,3997.0,1,Spring,95.05,96.39,5152554.31,2023,6,26,2,26,1880536.9,1025887.3,854649.6000000001,0.5455289391024447,0.45447106089755546,0.23879168231157816,0.15547339698572255,0.0602059816002547,0.18291378914181372,0.19769487639407662,0.09715169109417635,0.017080180665425923,0.05068840180695205,0.1549520223080807,1.3235163061063506,0.23288093769278229,3997.0,1289.105406554916,0.2939704778583938,2.739937892205146
2023-07-03,337460.98,123443.02,90516.08,283173.0,268911.06,107243.86,28675.81,133845.57,0.0,1292.47,103014.0,1502.0,2332.0,3834.0,0,Spring,99.59,98.27,4856225.39,2023,7,27,3,27,1373269.3800000001,821849.3,551420.08,0.5984618254577263,0.40153817454227364,0.24573545796237004,0.08988988016320584,0.06591283641669779,0.20620353451702242,0.19581814312352902,0.07809382599064431,0.020881416579753637,0.09746490524677685,-0.057511071630024224,-0.2697461134636602,-0.040780585439079364,3834.0,1266.6211241523213,0.3917579551382368,3.536251125034186
2023-07-10,456562.07,80793.7,89036.37,193801.52,250648.1,145671.19,27668.17,151004.55,0.0,1305.58,104642.0,1427.0,2380.0,3807.0,0,Spring,94.14,95.36,5011769.82,2023,7,28,3,28,1395185.67,768793.53,626392.14,0.5510331323858852,0.4489668676141148,0.327241083260266,0.05790892333348005,0.06381686102036871,0.13890733267064018,0.17965214622653056,0.10440989549441115,0.019831174154763216,0.10823258383954015,0.03202990337316303,0.015959206779954327,-0.007042253521126751,3807.0,1316.4617336485423,0.374835828736538,3.5921884289422215
2023-07-17,675223.04,132300.36,110872.32,292278.98,291517.62,123452.64,27609.84,136742.6,0.0,1343.86,103135.0,1249.0,2319.0,3568.0,0,Spring,96.42,100.45,4850607.48,2023,7,29,3,29,1789997.4,871601.6799999999,918395.72,0.48692902012036443,0.5130709798796356,0.377220123336492,0.07391092299910602,0.061939933544037554,0.16328458354185318,0.16285924214191597,0.0689680554843264,0.01542451402443378,0.07639262492783509,-0.03215677211608248,0.28298149736586664,-0.06277909114788549,3568.0,1359.4751905829598,0.3500560538116592,2.709840517086785
2023-07-24,439726.73,86849.33,77784.89,330821.9,152822.09,200021.3,40952.76,80939.82,0.0,1320.9,107986.0,1416.0,2475.0,3891.0,0,Spring,92.69,96.19,5023055.85,2023,7,30,3,30,1409918.82,805557.8700000001,604360.95,0.5713505335009289,0.42864946649907115,0.3118808854541001,0.06159881602261327,0.055169765022357806,0.2346389702068095,0.10839070152989375,0.1418672459454084,0.029046182956831514,0.05740743286198563,0.0355519119432024,-0.21233471065376963,0.09052690582959633,3891.0,1290.942135697764,0.36391673091750193,3.562656075475324
2023-07-31,304494.04,98380.01,92138.58,291178.23,351632.35,158432.94,31521.67,150965.2,0.0,1312.62,108696.0,1219.0,2507.0,3726.0,0,Spring,92.4,98.61,4920423.77,2023,7,31,3,31,1478743.0199999998,983730.3900000001,495012.63,0.6652476980077311,0.33475230199226913,0.205914101288539,0.06652948393967736,0.062308716764052766,0.19690928448135636,0.23779138446922307,0.10714027918116566,0.021316530035083447,0.10209021984090247,-0.020432199653921845,0.048814299819049056,-0.0424055512721665,3726.0,1320.5646188942565,0.3271604938271605,3.3274366833528655
2023-08-07,462724.35,140899.21,63190.11,186357.31,163456.74,82831.05,32183.73,82859.34,0.0,1282.28,85192.0,1288.0,2657.0,3945.0,0,Spring,94.56,99.85,4949461.99,2023,8,32,3,32,1214501.84,547688.1699999999,666813.6699999999,0.45095705248169893,0.5490429475183009,0.3809992992682497,0.11601399467620402,0.052029653573847194,0.1534434151207214,0.1345874782701029,0.06820166694848318,0.02649953169276384,0.06822496044962764,0.005901568921166556,-0.17869310382273162,0.058776167471819685,3945.0,1254.616474017744,0.32648922686945503,4.075302174923012
2023-08-14,640391.24,145723.1,92644.23,264806.38,268766.33,163103.76,22633.88,92791.09,0.0,1273.05,95986.0,1231.0,2519.0,3750.0,0,Spring,92.06,98.61,4732764.48,2023,8,33,3,33,1690860.01,812101.44,878758.57,0.4802889861946643,0.5197110138053357,0.37873699550088713,0.08618282952945348,0.05479118877499504,0.15661046948528873,0.1589524433782073,0.09646201284280181,0.013386016504110237,0.05487804398425627,-0.04378203336803477,0.3922251529894758,-0.049429657794676785,3750.0,1262.0705280000002,0.32826666666666665,2.799027981033155
2023-08-21,306288.2,100896.7,82764.82,310303.6,116626.93,103704.82,27692.99,72623.12,0.0,1308.03,98790.0,1062.0,2707.0,3769.0,0,Spring,92.95,98.18,4963535.0,2023,8,34,3,34,1120901.1800000002,630951.46,489949.72000000003,0.5628965971826346,0.4371034028173652,0.2732517419599826,0.09001391184189848,0.07383774901548412,0.2768340381263582,0.1040474683058144,0.09251914606780946,0.02470600485941142,0.06478993982324113,0.04876019522526498,-0.33708221060831633,0.005066666666666775,3769.0,1316.9368532767312,0.2817723534093924,4.428164666576584
2023-08-28,315160.31,159897.57,66822.03,168101.24,162895.72,111308.94,31581.14,176759.74,0.0,1272.63,66073.0,1321.0,2184.0,3505.0,0,Spring,101.15,98.17,4417555.84,2023,8,35,3,35,1192526.69,650646.78,541879.91,0.5456035369740866,0.4543964630259135,0.2642794602777402,0.13408301159280553,0.05603399115536777,0.1409622454655501,0.13659712723075407,0.09333874112285068,0.026482543547935184,0.14822287960699645,-0.10999804776233069,0.06389993273091199,-0.07004510480233483,3505.0,1260.3582995720399,0.3768901569186876,3.704366432251508
2023-09-04,550681.6,165489.91,77062.06,210869.33,313080.14,146947.78,25832.72,145377.64,0.0,1293.06,99973.0,1327.0,2095.0,3422.0,0,Spring,103.09,98.22,4396749.75,2023,9,36,3,36,1635341.1800000002,842107.61,793233.5700000001,0.5149430713901547,0.4850569286098452,0.336738049976825,0.10119595349515995,0.04712292513786022,0.12894515993292602,0.19144637451128088,0.08985756721420052,0.015796532439793388,0.08889743729195396,-0.004709864629577565,0.371324594839886,-0.023680456490727586,3422.0,1284.8479690239626,0.38778492109877266,2.6885825439802105
2023-09-11,423744.54,175279.29,77904.28,315444.04,203552.1,114399.05,34653.42,143943.47,0.0,1299.49,92456.0,1132.0,2286.0,3418.0,0,Spring,97.67,97.37,4352592.19,2023,9,37,3,37,1488920.19,811992.0800000001,676928.11,0.545356349825574,0.4546436501744261,0.28459855863731687,0.11772242137437872,0.052322670162730484,0.2118609460188729,0.13671122291652182,0.0768335675534093,0.023274195778082638,0.09667641755868728,-0.01004322795492274,-0.08953543871499658,-0.0011689070718877703,3418.0,1273.4324722059685,0.33118782913984784,2.923321356801536
2023-09-18,562783.92,141780.98,76057.14,283103.62,271441.62,170269.61,25015.77,173846.55,0.0,1338.3,76933.0,1298.0,2252.0,3550.0,0,Spring,105.2,97.84,4803512.54,2023,9,38,3,38,1704299.2100000002,923677.1699999999,780622.04,0.5419689011062793,0.4580310988937206,0.3302142702982301,0.083190192876989,0.04462663571850156,0.16611145410317943,0.15926875891704484,0.09990593729137501,0.014678038840374746,0.10200471195430523,0.1035981158620789,0.1446545096550811,0.03861907548273846,3550.0,1353.102123943662,0.3656338028169014,2.818467855770466
2023-09-25,616676.53,232822.68,158939.18,393402.52,317102.91,139502.89,39527.68,333521.39,89252.44,1304.64,119831.0,1398.0,2524.0,3922.0,1,Spring,103.57,101.92,5112967.1,2023,9,39,3,39,2231495.78,1223057.3900000001,1008438.3899999999,0.5480885964301488,0.45191140356985127,0.2763511970432676,0.10433480631543028,0.07122540021115344,0.1762954353424769,0.1421032980846596,0.06251541734934404,0.017713535626762422,0.14946091002690584,0.0644225569149861,0.30933334176690686,0.10478873239436615,3922.0,1303.6632075471698,0.35645079041305455,2.2912734793520424
2023-10-02,773360.74,72148.33,107662.59,500605.76,289780.44,148571.91,37820.72,49841.02,87622.65,1268.8,114554.0,1389.0,2446.0,3835.0,1,Spring,106.23,98.98,4872105.79,2023,10,40,4,40,1979791.5099999998,1026619.85,953171.6599999999,0.5185494759496165,0.48145052405038347,0.39062736459557806,0.03644238781486643,0.054380771639939,0.2528578173365336,0.14636916995365842,0.07504422018659936,0.01910338528525158,0.025174883187573625,-0.047107932691372034,-0.11279621151692254,-0.022182559918409006,3835.0,1270.4317574967406,0.3621903520208605,2.4609186196580874
2023-10-09,294357.88,111348.04,77054.66,297275.26,307309.45,109141.5,31648.16,82704.73,0.0,1333.99,102165.0,1127.0,2324.0,3451.0,0,Spring,107.74,97.87,4539055.48,2023,10,41,4,41,1310839.68,828079.1,482760.57999999996,0.6317165345498238,0.36828346545017615,0.22455673603045037,0.08494405662178307,0.05878267279794277,0.22678231711752883,0.23443709760143974,0.08326075390088894,0.024143425380592692,0.06309294054937367,-0.0683585957192443,-0.33789003873443213,-0.10013037809647984,3451.0,1315.2870124601566,0.3265720081135903,3.462708330587003
2023-10-16,462003.85,91543.44,39231.94,309764.21,209132.06,113646.57,28118.84,89073.47,0.0,1316.63,80652.0,1027.0,2225.0,3252.0,0,Spring,110.21,98.67,4371104.9,2023,10,42,4,42,1342514.3800000001,749735.15,592779.23,0.5584559548628447,0.44154404513715517,0.34413325986124627,0.06818805173617581,0.02922273353973311,0.23073437023445514,0.15577640218647043,0.08465203180914904,0.020944907867579042,0.06634824276519108,-0.0370012177070812,0.02416367194499336,-0.0576644450883802,3252.0,1344.1281980319804,0.31580565805658056,3.2559091843768555
2023-10-23,432616.32,129003.59,64470.44,425799.29,113267.93,183578.16,30100.95,78651.62,0.0,1338.44,104559.0,1296.0,2203.0,3499.0,0,Spring,108.03,102.18,4589724.39,2023,10,43,4,43,1457488.2999999998,831397.95,626090.3500000001,0.5704319890595348,0.4295680109404653,0.2968231854760001,0.0885108923344359,0.04423393313002925,0.292145940382506,0.07771446947464347,0.1259551517497602,0.020652618617933334,0.05396380883469185,0.05001469765687827,0.0856407363025784,0.07595325953259535,3499.0,1311.7246041726207,0.37039154044012573,3.149064311528264
2023-10-30,270455.18,104027.33,78195.91,266948.27,176852.09,165739.73,30567.68,68516.39,0.0,1343.02,72833.0,996.0,1995.0,2991.0,0,Spring,112.23,101.61,3979631.87,2023,10,44,4,44,1161302.5799999998,708624.16,452678.42000000004,0.6101976971410845,0.38980230285891565,0.23288950240685768,0.08957814422490994,0.06733465622714797,0.229869695114257,0.15228769232562975,0.14271881665844574,0.02632189106132874,0.058999601981423316,-0.13292574197467222,-0.20321653353924007,-0.14518433838239497,2991.0,1330.535563356737,0.3329989969909729,3.4268690507860584
