Date,TV_Spend,Radio_Spend,Print_Spend,Search_Spend,Social_Media_Spend,Display_Ads_Spend,Email_Marketing_Spend,Influencer_Marketing_Spend,Promotion_Spend,Average_Price,Website_Traffic,New_Customers,Returning_Customers,Orders,Holiday,Season,Competitor_Index,Economic_Index,Revenue
2024-09-23,826434.84,160194.48,127380.58,531801.63,385003.71,193331.72,39183.13,136029.04,39129.06,1353.87,136749.0,1496.0,2581.0,4077.0,1,Spring,96.04,109.16,5483936.46
2024-09-30,804215.39,169779.27,129112.0,334294.78,393735.04,187311.11,61473.91,74839.04,105792.76,1306.04,91624.0,1472.0,2615.0,4087.0,1,Spring,97.04,109.29,5170999.14
2024-10-07,547102.19,139071.53,58210.84,339466.54,283615.69,163439.68,39715.7,142438.79,0.0,1323.57,109070.0,1028.0,2508.0,3536.0,0,Spring,,106.31,4725998.75
2024-10-14,184577.2,155238.14,105992.15,261600.14,279537.23,67851.24,36337.59,95790.64,0.0,1367.05,104039.0,1045.0,2390.0,3435.0,0,Spring,95.2,105.34,4659658.62
2024-10-21,508896.55,92304.24,70313.71,279547.73,380958.12,184581.48,45452.18,144250.8,0.0,1307.15,91840.0,1391.0,2012.0,3403.0,0,Spring,99.34,106.08,4707371.57
2024-10-28,401310.13,91361.06,102605.63,422457.84,187053.84,163023.32,37942.48,96090.83,0.0,1365.31,82089.0,1044.0,2279.0,3323.0,0,Spring,97.22,105.76,4539900.51
2024-11-04,277608.81,178537.27,89160.24,293923.12,265604.68,166812.69,37308.01,79746.74,0.0,1331.63,92053.0,1252.0,2235.0,3487.0,0,Spring,102.41,108.34,4672483.08
2024-11-11,807047.0,118712.24,59236.81,364552.06,359622.68,214941.91,34165.0,157604.2,0.0,1361.26,84318.0,1140.0,2324.0,3464.0,0,Spring,102.03,108.47,4793438.97
2024-11-18,1113154.15,106325.38,113541.32,285594.79,505634.03,94510.11,56390.08,208979.06,116538.49,1361.44,119016.0,1407.0,2508.0,3915.0,1,Spring,,105.96,5217528.37
2024-11-25,1035642.95,212059.5,136157.6,635078.7,227879.55,94361.98,56342.01,246114.45,32344.65,1353.98,109715.0,1363.0,2621.0,3984.0,1,Spring,102.34,108.88,5429319.14
2024-12-02,573382.24,159876.09,107915.68,389628.56,259614.57,188139.95,39600.41,281434.72,0.0,1359.98,126256.0,1503.0,2442.0,3945.0,0,Winter,110.7,108.49,5384137.69
2024-12-09,785227.61,76889.93,91446.98,340004.51,398518.09,176065.68,35348.71,169283.65,0.0,1391.24,106186.0,1362.0,2374.0,3736.0,0,Winter,106.76,105.98,5236559.38
2024-12-16,732349.0,207861.04,179296.63,539238.63,451938.32,254131.33,56022.65,249333.54,85453.34,1411.17,118490.0,1477.0,2752.0,4229.0,1,Winter,112.7,103.58,6206417.92
2024-12-23,791340.37,240519.95,164445.4,352466.98,423584.51,211411.11,55197.39,120605.36,91257.91,1393.62,123932.0,1349.0,2800.0,4149.0,1,Winter,106.46,108.1,5916486.29
2024-12-30,462057.63,222027.77,124533.97,616044.54,382783.83,298755.48,45290.97,104392.83,103196.44,1401.89,120144.0,1539.0,2750.0,4289.0,1,Winter,108.74,104.56,5899886.28
2025-01-06,639544.38,178129.09,118546.69,350181.9,273440.74,239605.65,33156.58,264064.45,0.0,1415.45,120619.0,1229.0,2563.0,3792.0,0,Winter,114.56,104.66,5604250.28
2025-01-13,580409.87,87717.91,149899.95,364241.81,335770.42,217438.4,46810.48,103406.39,0.0,1387.35,95525.0,1513.0,2616.0,4129.0,0,Winter,103.41,103.46,5817705.49
2025-01-20,312840.12,168560.57,152322.94,347026.74,292642.97,177377.98,26666.21,96795.43,0.0,1423.5,131111.0,1732.0,2327.0,4059.0,0,Winter,99.8,102.09,5825031.48
2025-01-27,570821.62,140924.98,71608.38,344512.34,315106.65,71659.22,45657.61,165680.58,0.0,1426.16,136413.0,1766.0,2723.0,4489.0,0,Winter,108.02,100.67,6185928.85
2025-02-03,570648.09,133868.2,80187.35,449195.32,329792.36,242707.85,41604.13,164164.75,82221.83,1462.04,127421.0,1519.0,2519.0,4038.0,0,Winter,100.17,104.61,5814574.11
2025-02-10,964939.88,199196.34,144386.91,419090.23,264265.07,272405.23,54195.65,110009.43,0.0,1401.77,118291.0,1537.0,2885.0,4422.0,0,Winter,100.96,101.52,6268075.64
2025-02-17,783809.1,229839.37,78049.95,455060.35,378464.05,240215.17,42361.86,152635.99,0.0,1398.58,144934.0,1354.0,3249.0,4603.0,0,Winter,97.59,108.96,6273665.69
2025-02-24,603397.65,246535.93,71516.73,405337.78,603315.62,149448.91,50706.79,261564.44,0.0,1420.74,102488.0,1299.0,2748.0,4047.0,0,Winter,98.51,100.42,5836056.58
2025-03-03,656919.76,224709.74,94373.02,451037.08,168157.32,245868.54,43715.71,119689.07,0.0,1418.55,137014.0,1787.0,2754.0,4541.0,0,Spring,93.31,99.85,6314553.48
2025-03-10,616250.3,156501.75,119220.3,377076.91,367273.68,258899.26,47565.29,78644.79,60171.39,1387.51,103482.0,1470.0,3080.0,4550.0,0,Spring,94.25,103.16,6489413.14
2025-03-17,565412.26,179477.67,105432.36,597941.73,266325.18,303457.35,52185.82,245897.07,0.0,1385.5,112078.0,1505.0,2954.0,4459.0,0,Spring,94.99,104.99,6047897.17
2025-03-24,378662.3,199961.15,90749.55,284839.05,394409.22,152949.95,43883.53,214476.17,0.0,1399.09,113214.0,1535.0,2786.0,4321.0,0,Spring,89.75,101.85,6094422.08
2025-03-31,577543.75,168519.85,90133.54,520729.16,344680.95,193801.93,54320.34,135002.4,72627.3,1365.87,105791.0,1352.0,2820.0,4172.0,0,Spring,90.12,102.68,5818308.07
2025-04-07,450075.06,168810.55,89007.02,530058.48,413163.54,254749.25,40245.38,65981.42,0.0,1367.89,110708.0,1294.0,2897.0,4191.0,0,Spring,90.96,97.67,5758048.28
2025-04-14,341772.26,202105.72,84282.98,345094.69,452384.08,211578.89,49360.84,126129.71,0.0,1371.19,141587.0,1570.0,2966.0,4536.0,0,Spring,87.85,99.84,6185933.22
2025-04-21,713866.75,158600.81,169051.89,600412.7,358067.86,138034.41,53719.99,175395.11,0.0,1382.33,104490.0,1374.0,2828.0,4202.0,0,Spring,91.35,98.9,5867280.75
2025-04-28,685126.69,125536.8,115097.75,496467.05,446131.58,232766.64,51707.43,262150.24,29947.17,1343.15,133636.0,1465.0,2860.0,4325.0,0,Spring,93.78,97.12,5744884.16
2025-05-05,224420.62,139874.18,130098.61,492416.52,115916.19,241955.21,60325.2,104225.68,0.0,1311.15,96820.0,1474.0,2986.0,4460.0,0,Spring,93.31,101.03,5916641.05
2025-05-12,569257.9,188776.79,92812.92,412491.9,485069.62,210508.77,41274.93,171140.43,0.0,1302.45,136749.0,1652.0,2799.0,4451.0,0,Spring,95.02,96.2,5725937.75
2025-05-19,795661.5,157484.35,100018.87,389954.68,368572.77,217260.5,36742.16,223577.83,0.0,1308.52,135379.0,1551.0,2846.0,4397.0,0,Spring,97.29,97.96,5703346.31
2025-05-26,801602.91,171863.26,85418.49,387845.69,431154.25,186691.1,39139.03,8301.78,79643.26,1300.6,119444.0,1532.0,3039.0,4571.0,0,Spring,97.01,99.46,5952700.4
2025-06-02,787122.53,185493.85,34706.48,433020.8,216376.38,289887.26,50163.58,245159.33,35966.11,1317.27,122606.0,1554.0,2588.0,4142.0,0,Spring,102.72,98.82,5504266.17
2025-06-09,581053.07,135675.41,66801.99,509888.25,250061.8,145329.52,48638.98,90638.43,0.0,1290.51,137615.0,1481.0,2804.0,4285.0,0,Spring,106.6,101.24,5512675.26
2025-06-16,399377.32,185538.99,55182.99,409058.38,336169.76,162595.73,45545.3,193094.03,35980.83,1294.68,137821.0,1557.0,2924.0,4481.0,0,Spring,102.44,101.05,5738496.72
2025-06-23,469973.9,224857.17,58897.57,431759.69,429947.2,264875.05,49894.33,250502.23,23482.41,1288.31,131437.0,1888.0,3143.0,5031.0,1,Spring,106.67,102.23,6224803.18
2025-06-30,621488.84,93106.78,69131.02,451356.55,342146.52,244819.38,49095.36,239903.46,0.0,1290.7,127993.0,1799.0,2903.0,4702.0,0,Spring,105.64,101.96,5957431.06
2025-07-07,621222.98,209524.88,129791.93,454582.52,409441.82,105713.67,35607.44,202287.47,0.0,1322.42,131695.0,1517.0,2734.0,4251.0,0,Spring,108.33,102.78,5513901.36
2025-07-14,786827.03,122917.95,95360.32,430174.17,157392.33,115425.79,50738.19,8062.08,0.0,1306.46,111908.0,1595.0,3024.0,4619.0,0,Spring,112.48,100.55,5683965.03
2025-07-21,743342.94,72058.5,126200.51,433280.09,392623.6,73278.2,61213.01,111709.97,0.0,1291.62,130778.0,1355.0,2866.0,4221.0,0,Spring,109.52,101.24,5396318.76
2025-07-28,506775.24,97273.71,104171.12,353730.56,306706.11,188832.06,44835.62,170426.12,0.0,1281.01,115726.0,1523.0,3142.0,4665.0,0,Spring,102.54,101.75,5918389.97
2025-08-04,297210.99,97389.33,111906.99,302263.9,286410.15,123345.81,45876.17,147805.18,0.0,1281.37,123493.0,1548.0,2569.0,4117.0,0,Spring,108.75,101.12,5202254.55
2025-08-11,463807.85,141411.88,71916.03,304802.74,177476.49,163148.47,38815.98,189704.54,0.0,1297.27,88471.0,1552.0,2646.0,4198.0,0,Spring,110.28,100.17,5557487.27
2025-08-18,557787.01,126876.63,104226.71,246875.07,342453.58,219835.91,30370.35,208446.76,0.0,1303.94,81741.0,1471.0,2476.0,3947.0,0,Spring,104.83,100.45,5192972.06
2025-08-25,478850.26,123527.0,108297.38,382688.39,96872.07,147526.32,37766.0,196174.26,70529.3,1276.49,137920.0,1619.0,2782.0,4401.0,0,Spring,107.15,99.64,5675629.95
2025-09-01,409193.14,162214.34,78043.67,358294.03,352250.05,194828.7,34618.38,143857.97,0.0,1298.56,130959.0,1507.0,2709.0,4216.0,0,Spring,100.58,102.29,5404786.48
2025-09-08,556613.99,150264.85,103624.0,331893.5,173353.45,165618.53,32378.28,41088.24,0.0,1261.15,121090.0,1444.0,2535.0,3979.0,0,Spring,96.57,101.46,5035699.44
2025-09-15,420508.04,149059.4,103614.71,148841.16,302296.72,218712.44,52053.67,128553.29,63438.17,1310.68,114894.0,1434.0,2395.0,3829.0,0,Spring,99.78,100.53,5004435.97
2025-09-22,537775.08,206412.59,105706.21,369538.87,389403.29,281273.7,58240.74,248022.78,115580.24,1326.98,115146.0,1707.0,2714.0,4421.0,1,Spring,92.44,100.75,5741364.66
2025-09-29,765716.99,218153.41,88292.89,604859.49,536646.36,195766.69,59345.32,120297.24,93910.89,1311.98,115322.0,1588.0,2940.0,4528.0,1,Spring,95.45,99.89,5839812.63
2025-10-06,440927.23,50301.57,64217.17,318974.75,285931.79,174630.87,39866.17,198967.35,0.0,1360.23,83539.0,1481.0,2229.0,3710.0,0,Spring,98.65,104.52,5063013.59
2025-10-13,559656.4,122462.15,93645.44,397042.73,244110.25,243147.58,40992.25,218024.42,62951.64,1312.98,105027.0,1439.0,2484.0,3923.0,0,Spring,87.91,102.98,5220132.2
2025-10-20,568480.94,47865.34,99783.97,269516.76,262146.89,208712.25,48566.13,169406.49,0.0,1341.94,90309.0,1492.0,2464.0,3956.0,0,Spring,88.93,101.37,5190764.0
2025-10-27,314347.52,140939.54,74536.98,485392.62,418316.03,109482.45,42625.57,0.0,0.0,1344.04,127062.0,1339.0,2537.0,3876.0,0,Spring,89.12,105.0,5130556.39
2025-11-03,438698.19,140486.31,94411.24,370038.04,358549.77,227976.55,46743.59,80415.71,0.0,1350.0,73930.0,1202.0,2294.0,3496.0,0,Spring,91.81,102.56,4875736.29
2025-11-10,801030.81,186671.37,108245.75,407927.5,281397.46,130053.24,42525.69,292107.21,56012.42,1356.93,85029.0,1264.0,2480.0,3744.0,0,Spring,91.04,101.16,5112711.54
2025-11-17,431497.81,263054.67,149284.24,772454.68,402800.99,375313.42,56836.18,177891.45,90170.88,1368.44,106745.0,1620.0,2648.0,4268.0,1,Spring,96.81,106.33,5820878.82
2025-11-24,190725.07,208179.06,181584.61,696502.54,245381.81,349304.51,47913.31,47618.13,99616.44,1390.09,104855.0,1876.0,2478.0,4354.0,1,Spring,96.28,103.53,5959886.9
2025-12-01,192246.59,125074.82,129431.68,376890.39,364239.21,218212.76,32090.43,259044.64,0.0,1407.19,98532.0,1429.0,2679.0,4108.0,0,Winter,95.99,104.11,5677180.12
2025-12-08,564627.72,170742.62,74492.33,359057.01,169077.3,213304.1,44478.17,176858.9,0.0,1385.67,115368.0,1477.0,2621.0,4098.0,0,Winter,96.27,105.33,5646351.49
2025-12-15,772647.97,171551.53,193084.46,521814.11,552803.18,261576.65,63964.22,347547.25,71627.45,1407.57,114657.0,1569.0,2886.0,4455.0,1,Winter,98.53,107.86,6197520.33
2025-12-22,742468.47,206405.3,119387.35,624236.87,480165.9,340888.68,51952.93,271710.35,79507.55,1382.18,139618.0,1650.0,3053.0,4703.0,1,Winter,96.39,105.95,6492321.1
